Track_ID,Latitude,Longitude,Vibration_Mean,Vibration_Max,Vibration_RMS,Vibration_STD,Jerk,Train_Speed,Consensus_Count,Rainfall,Temperature,Humidity,Historical_Defects,Days_Since_Last_Inspection,Track_Age_Years,Daily_Train_Frequency,Axle_Load,Maintenance_Quality,Track_Type,Season,Defect_Type,Risk_Score,Maintenance_Cost,Estimated_Failure_Days,Risk_Label
TRK_00029,28.736299829489056,76.91267712867459,5.395203824013015,7.057285865482173,5.41878887940596,1.0935663266399815,2.6747652015343926,112.85489586045705,2,4.5210654687136715,20.449762358153386,76.5124721529783,3,127,8,44,27.606594479706345,0.15253904291426135,Branch,Winter,Normal,56.21156674269314,98513,280,Safe
TRK_00030,28.809337308513808,77.04390586586295,7.124963027743279,10.654020179421401,6.9406763756492795,1.9612670349197667,3.1932796873236478,113.187672085448,4,7.285346001113755,27.38855959464716,90.2231349214535,5,210,38,56,26.28388174256822,0.48083697808907355,Freight,Monsoon,Track Wear,85.64314553666499,164163,196,High
TRK_00031,28.727461759526022,76.94695353417191,5.40072893970442,8.976727112660484,5.691209945022136,2.127677037249077,2.071140445021486,115.68923697069062,3,4.490271447203568,33.07709460723011,31.67407022322833,8,286,45,12,32.92678431520276,0.8365648132923329,Freight,Summer,Loose Joint,75.93541959827583,156461,169,Medium
TRK_00032,28.539638710223816,77.03727916978542,8.244740331958164,12.6372527138257,8.192072599553414,2.5165331493848853,3.85317280533972,46.954001196027946,5,11.78542491792382,29.402765730925505,91.0611168879726,6,264,28,99,24.859850916601992,0.09944139275934516,Freight,Monsoon,Crack,119.0222611183437,212250,149,Critical
TRK_00033,28.853809032282463,77.15414144853656,4.5483760804057445,8.128592751483062,4.854420801869683,2.0213479661206475,1.9010586284711832,95.90766825287236,3,2.7615371590502047,21.607517848020102,51.324105259967546,7,355,44,18,26.125304163429984,0.9484533069621567,Mainline,Winter,Loose Joint,76.5312781542658,149323,192,Medium
TRK_00034,28.550730371377963,77.28792460176105,4.649851442347589,6.6312478810728726,4.91700617919796,1.5781275265342352,1.9992746747818235,99.04268931410964,3,1.6513701740848257,10.164937429877208,41.159853353096324,7,134,31,6,22.49425053134119,0.7321845784590624,Freight,Winter,Normal,59.136876875496014,108851,299,Safe
TRK_00035,28.765019140949455,77.55578081752732,5.728656835842213,7.0323904773207015,5.621975248736962,2.8968862048823762,2.3003136823549175,96.39404397511625,3,0.15591567530642336,33.93396066449738,45.82772757450892,4,337,43,21,26.191903259101284,0.49636624720123634,Freight,Summer,Track Wear,72.72837603978255,140315,231,Medium
TRK_00036,28.50182311086124,77.27933066316486,4.664988035109965,9.662402033373304,5.131955932834581,0.8860961748139515,2.049925763577113,93.59339716400314,2,6.452489182891598,19.88175050066076,66.15244540330336,1,200,6,30,15.77393709988065,0.24966800885918594,Branch,Winter,Loose Joint,54.52375080930156,106600,252,Safe
TRK_00037,28.63196946285178,77.45673928657136,6.057804670599407,8.332814682327687,6.6088743223238176,1.559543534835787,3.015227856383167,65.22322702644882,3,2.2757184251807807,37.836518641067535,47.559132771903776,4,159,14,91,20.980345111984136,0.36469724945730586,Freight,Summer,Track Wear,78.18623027787035,152784,208,High
TRK_00038,28.400130637966736,77.02983103670371,5.878596037609542,10.51995244583968,5.73271685027393,2.6873051578729212,2.410507441536562,97.24426521873936,3,0.5602376459797682,10.142281504427471,37.37077261897529,9,318,49,34,27.792327325378523,0.47987562030390885,Mainline,Winter,Track Wear,87.5689159465282,166298,173,High
TRK_00039,28.88351506915919,77.56131241560398,5.397183822461754,8.916295514446366,5.456772650105618,1.6985405324161482,2.477123619898148,116.58162103866604,3,8.340678921841505,34.8851921397807,68.10850954842051,3,349,20,94,15.550979061399204,0.6496466489923685,Mainline,Monsoon,Track Wear,86.87796977310342,177744,179,High
TRK_00040,28.782811339929584,77.0077271344379,4.821639727522539,9.547997680798499,5.503894912950683,1.2410004848864942,1.9760829758115874,108.17548266776062,2,1.1190880741131153,38.05461634340121,45.75289771945961,2,357,14,13,15.665649952998551,0.09148683739775487,Branch,Summer,Misalignment,61.73551517542415,116983,246,Safe
TRK_00041,28.868163802726823,77.24660256890978,5.951987606893482,9.962854165124046,5.942313733245171,2.264279969551055,3.1193230351771843,95.79771693354269,3,21.493619318502983,26.52151970272851,83.73056533956722,4,237,27,17,27.55519992545508,0.7339099189537017,Mainline,Monsoon,Track Wear,78.21100810135644,152616,205,High
TRK_00042,28.400616061314057,77.28932721452783,7.9145154509814555,11.445003023517248,8.832949177593477,2.724368162619247,3.0217379958089654,83.30132629408882,4,0.9656643229364653,31.261473367019768,36.42517517761525,3,17,41,87,31.41541853753042,0.11584385678025766,Freight,Summer,Track Wear,100.14814862620548,198855,144,Critical
TRK_00043,28.437042830807822,77.3075193221234,4.514805225098399,5.518923144480933,4.505531165030507,1.8654688138534303,2.1960747470687902,69.74668233909796,3,5.9148406762502574,33.329978479980895,94.07211392120888,2,204,29,15,27.322694211111614,0.7496518317429247,Mainline,Monsoon,Loose Joint,65.80936046944812,120286,247,Medium
TRK_00044,28.44530957508871,77.3763495114523,5.479275544239039,8.73027668961257,5.845114496362054,1.7887354104121023,2.54476255114409,56.02873148389701,3,4.754317811252052,32.265868376713506,40.131718036491066,5,303,21,19,31.187555180464464,0.4197273169261223,Freight,Summer,Loose Joint,70.81457847954685,143127,237,Medium
TRK_00045,28.86463077546429,77.43271679366009,6.999463755213409,9.240911590907704,7.34572793411157,2.476747481112816,2.6068091626946863,86.5577121531519,4,0.16263089745625958,43.8127177172353,46.58276100822583,4,15,46,64,20.96313405612701,0.4815223515125501,Freight,Summer,Misalignment,82.81379497697826,168786,214,High
TRK_00046,28.923956750921292,77.53547305708925,3.830995003035148,8.74086054829429,3.8720259108699007,0.8627492222097486,2.015042286175175,110.602678865568,2,1.1673765922811636,11.541886067389985,60.6907025829874,3,80,15,6,28.013633089646675,0.48235638155159155,Freight,Winter,Normal,52.750341320197606,106635,277,Safe
TRK_00047,28.73913252002436,77.32906092240593,5.796913014868116,10.284047281236923,5.859969799697769,2.3324728841626805,3.181433737112102,44.828166719245104,3,7.57880370104831,19.379569903209216,70.25402266737265,6,251,47,18,16.224449730458844,0.4843984475740406,Mainline,Winter,Track Wear,79.70202976972412,148959,203,High
TRK_00048,28.48891989928074,76.91460279750409,5.76337712673958,9.664407768400126,6.1473798564492235,2.5878421584456586,3.120004807792666,109.36251968979589,4,2.7123931785968374,37.399152701757,27.853427134334936,8,93,35,64,20.601637871187236,0.4183997886676527,Freight,Summer,Track Wear,90.47866989575208,179265,187,High
TRK_00049,28.515864203953114,77.33607660849444,6.705170538103181,8.086216569921687,7.287718432739707,2.118112302297107,2.7473216785868226,87.43347198654254,4,1.0525414810180784,20.73737447023133,75.90646342995385,4,298,23,64,26.075311986204824,0.23754332492387764,Freight,Winter,Loose Joint,82.57847300976216,167503,185,High
TRK_00050,28.471980513395092,77.57887473155498,3.082389142582843,5.50931735474285,3.5226034529424775,0.45344419400464153,1.7971959114208107,68.74005983329965,1,0.3674837366500633,32.546368576313114,43.19208819946061,2,332,10,5,18.78791673113129,0.8288833658826095,Mainline,Summer,Loose Joint,48.502601183980424,109976,314,Safe
TRK_00051,28.418803271266537,77.59068508625,7.586173383866154,10.541559704893835,8.186410492921478,1.7514473645474853,2.7657927428256555,109.43346356160177,3,0.2584841862076348,39.60004450255371,32.8645411940438,6,245,37,93,24.586799067232505,0.08855558422324139,Mainline,Summer,Crack,98.73603457466815,182734,205,Critical
TRK_00052,28.877478239907628,77.02400485261317,5.469221128252204,9.776576663099714,6.069586948641293,1.5297189670410376,2.5238953685956167,113.49422375948035,2,7.556913755792186,20.24872042434469,57.37286438037923,1,26,17,76,31.93265557544605,0.8689049844787182,Freight,Winter,Misalignment,63.664723699518795,131016,229,Medium
TRK_00053,28.946335315547245,77.4266994338309,2.496205725725383,6.278074552484831,2.762475447249798,0.1583818517335545,1.2292317106868564,83.55912783686796,1,0.5455481588287486,39.75767471687574,51.781680259452465,3,102,4,5,16.80313583055913,0.43817234641198766,Mainline,Summer,Normal,28.127297255439263,73765,328,Safe
TRK_00054,28.740719690305287,77.2244458306604,4.696941283025715,6.485557789317224,5.071961158358034,2.0081325290791274,2.0052672139088408,111.7371431872098,3,4.152654281089744,17.187728164445964,36.15389296128961,8,153,26,27,21.4629313730705,0.38019561878585706,Mainline,Winter,Loose Joint,62.887279893371165,115288,217,Medium
TRK_00055,28.841664243807966,77.27741289367268,6.210301682505732,10.473296256522856,6.458513302151797,1.830268822205806,2.755643463346662,113.42019913371018,3,19.32301348446387,25.54411200953594,74.4742185533873,4,350,25,46,17.778426698211145,0.18114934953468032,Mainline,Monsoon,Crack,94.57572862170065,184870,199,Critical
TRK_00056,28.496125393555054,77.15254076337742,5.0771108324633945,6.17166517664874,5.647476632995314,1.6014247749100543,2.4505122408098097,109.02376620345828,2,4.453096463493738,13.834674967139085,48.59272258256578,5,19,24,53,26.053106174162732,0.8511742608527708,Branch,Winter,Misalignment,63.42657904676,119791,241,Medium
TRK_00057,28.477975916439906,77.0921781778001,6.651125401827054,10.03412831458288,6.932550898673833,1.1997082827582712,2.602235356304571,101.80981819595061,4,13.854339335590542,27.795281889503975,85.35808979895164,1,280,11,46,33.582871884945106,0.12839428945412523,Freight,Monsoon,Loose Joint,72.90451622001092,135155,219,Medium
TRK_00058,28.8401960793023,77.0635984573373,3.6204039193210913,7.639755199084483,3.6249774451297925,0.8361630704620149,1.6628316428939343,47.10139152862148,2,5.207018952377553,17.99436679827003,49.5950188901919,4,342,3,12,28.70712510075012,0.6694869551981901,Freight,Winter,Normal,49.671828053290646,80724,255,Safe
TRK_00059,28.465905951109704,77.5819152400396,3.774931837931685,8.522763130055937,4.239494526786537,1.219767543861054,1.68195737080974,61.04900559286743,1,6.148798438308067,13.654850740958,65.22012996258668,3,231,20,40,19.54692533917993,0.8646861920335402,Mainline,Winter,Loose Joint,42.5306994607199,93245,280,Safe
TRK_00060,28.673329915598206,77.59451061037632,4.99669360552788,8.297347007514379,5.371918933693302,1.9794612573535717,2.2086280243231746,116.58583103156698,2,4.652976073219581,31.745495968282142,53.610739797191705,6,158,35,6,18.35421651744467,0.8779743204450695,Branch,Summer,Misalignment,65.61269047332821,123972,252,Medium
TRK_00061,28.92403864018071,77.4776405371909,5.0509131758098444,10.030378444488914,4.920249849005485,2.243500132595161,2.6590092081205388,52.16198825029185,3,2.3911701152403615,37.591613322701264,33.139297542788306,6,12,45,6,29.753016385972302,0.96582216115322,Freight,Summer,Loose Joint,70.15222510417316,137558,224,Medium
TRK_00062,28.84768364822831,77.3306536067617,5.576770321962168,8.718010847772534,5.6350125683828525,2.151769659303827,2.115505803093309,60.785056699602734,3,15.540829278233034,27.53908399057483,64.57486318590698,5,7,35,25,15.28788415234585,0.52550462196864,Mainline,Monsoon,Track Wear,79.35572084629526,162412,203,High
TRK_00063,28.45394541943133,77.24176879591525,4.368776539872626,7.169274269551664,4.441134173111063,1.6320527299840661,2.5264344240874452,106.0105756742963,3,3.686785386938998,37.1402719405315,38.156089980101925,8,42,29,64,26.71755635680379,0.7850165438370569,Mainline,Summer,Loose Joint,68.87228151523031,134679,261,Medium
TRK_00064,28.774125278564593,76.92917103042167,2.8532222749147453,5.501745995965832,3.3127615273774547,0.9622129781112652,1.8789437345015165,115.38523117385543,1,0.5766746879893869,11.06885091647888,35.54488138556994,1,148,5,15,29.561249365060053,0.737508359459007,Mainline,Winter,Normal,34.29341933936865,71966,279,Safe
TRK_00065,28.89439545320343,77.44773944719475,5.106979342039535,9.099272059757663,5.8811030877477,1.4890741753218661,2.4863872450077364,118.39762634870806,3,5.338803184371427,10.156415490961045,46.493606810834876,3,78,4,40,19.392330550514473,0.06925430628585993,Mainline,Winter,Loose Joint,59.87804740281028,113022,219,Safe
TRK_00066,28.637642285619307,77.20758349278611,7.891285181999175,9.323060040585032,8.513642801338223,2.8754793734099,3.034352316991777,61.546503864162005,5,1.9255416946600397,11.822520644513771,43.88617204369718,12,113,46,90,31.297810038701044,0.645810812655206,Freight,Winter,Track Wear,121.11460359632147,220216,87,Critical
TRK_00067,28.817001756092093,77.42039665025362,6.662378944709245,10.126320745749961,6.688008626247745,2.0478960925034095,2.7636774705991947,56.32285077031191,4,0.7578468579383679,31.40635380968335,45.20104741506425,5,128,25,68,32.00106453048739,0.4338005122547718,Freight,Summer,Track Wear,92.14480045120749,169581,193,Critical
TRK_00068,28.92694041406566,77.15755852591145,4.024920031897377,6.6342285306436,4.874034996629662,0.549290090078943,1.8274437400838268,54.26980674458639,2,1.5280210774510743,43.14976142742301,59.87170181695365,3,111,4,89,15.02819825287366,0.44861063095454257,Mainline,Summer,Normal,55.51422633067417,107972,256,Safe
TRK_00069,28.667628714234063,77.31955827596406,5.241881522666224,7.439655564633771,5.250057611785373,1.8840926196966223,2.5869362452094213,69.71376014984367,2,1.6105400211459275,39.54735976573731,30.21499076522352,5,109,24,59,23.537863987155305,0.7459252088136745,Freight,Summer,Track Wear,65.26096412554963,136649,228,Medium
TRK_00070,28.611108123563174,77.30031058985902,6.659610442955947,7.858978554087713,7.5443064392683965,3.0257377510407673,3.5124208751033335,114.98826353726915,4,1.811177208261442,35.017669331128985,25.916884798622267,8,350,49,53,26.527705988830352,0.8316970436757735,Freight,Summer,Loose Joint,89.29185446252855,169924,182,High
TRK_00071,28.543938126054748,77.0728851593504,5.862857032039356,9.950287936765841,5.766566564954412,1.1714888619996198,2.2299391913231164,84.95942779734455,3,1.359748630643155,41.390973936269454,40.7408944857689,1,70,13,88,24.295491602991234,0.06536615756438524,Branch,Summer,Track Wear,79.77062546908566,151519,223,High
TRK_00072,28.855327606427196,77.45139911086939,8.162889386670836,13.08495667467526,8.23578078170449,3.0579981661002478,3.4644443255478485,47.10721960700515,5,24.59101680763514,23.88454594093762,85.38045046428903,4,305,37,72,26.269849008057264,0.4639324866883362,Freight,Monsoon,Crack,122.94873149648943,220604,130,Critical
TRK_00073,28.865805300448706,77.20004138287933,7.36526207321345,11.883589493019567,8.209956183268659,2.4326587976468486,2.934906592874944,81.55086876031498,4,9.32180906370615,23.268312633110895,90.16954179414952,8,86,39,72,26.351272585329525,0.2905875598063551,Mainline,Monsoon,Crack,99.56228299766485,196276,164,Critical
TRK_00074,28.696285988873992,77.248468755624,5.58750338284331,8.377915144124177,6.056887613158351,1.5749648287306892,2.1572782940153266,55.667265006953514,2,21.44206321200451,26.94546009759831,87.14641478238646,3,268,11,59,24.640119865086355,0.5233296311947413,Mainline,Monsoon,Track Wear,75.90995238267493,143959,205,Medium
TRK_00075,28.501323661580912,77.52579279700551,5.038607752523077,9.93243731242777,5.242816354756401,1.5526465767397695,2.118601422388192,47.442438916802175,3,2.201617091841745,39.22947037604703,27.921242974628417,8,137,32,31,30.302914965125435,0.8036035354415352,Freight,Summer,Loose Joint,77.68590153858594,149105,164,High
TRK_00076,28.85553708884047,77.13464563315961,5.406021736099861,6.684586328749484,5.415879460711012,1.7127387529792788,2.8200915303316005,94.09420496603472,4,6.607825701664654,11.509562177853,45.79433507401751,7,41,34,37,16.89397112346754,0.7396713007267637,Mainline,Winter,Track Wear,70.30305558379553,134751,212,Medium
TRK_00077,28.876512582838238,77.05087090815394,5.573226442476293,8.759819323227447,5.829707101240785,2.053085468657333,3.059385354985014,75.76444350451403,3,3.8157764562944467,36.124595141391765,51.573705657129494,4,39,36,63,16.664842038202217,0.8073960303399513,Mainline,Summer,Loose Joint,68.26888078546585,129638,227,Medium
TRK_00078,28.93143387588874,76.98921777159602,6.514126029040808,9.907555966231843,6.670811398291149,2.4484758243501252,2.743852085089252,40.99232290218518,4,6.608312413332575,20.489730626893056,72.77574092753451,7,327,45,85,23.628407423882585,0.6213444972535296,Freight,Winter,Crack,104.26513411381205,203551,143,Critical
TRK_00079,28.419068646699564,77.30796478455844,4.702867412180124,7.066130211339511,4.700657022596238,0.9090317053498764,1.7632484762811025,109.4841205056231,2,4.171565512348716,10.954613639299636,72.41180814735694,0,172,3,65,15.48968516318503,0.11493299705956683,Branch,Winter,Loose Joint,56.885334624669014,123606,273,Safe
TRK_00080,28.47243139115962,77.06392911277084,7.056406651217277,11.94253741482148,7.2540230597409385,2.3270479522506458,3.064372643927395,43.6518996401907,4,2.101405140789214,14.073531471265598,56.280370976490715,2,257,41,65,27.087400325097704,0.26895894582647106,Freight,Winter,Loose Joint,86.92720566383912,186344,177,High
TRK_00081,28.695354118593247,77.49789519835535,7.050241363512517,11.767948141404972,7.048486090717937,2.5914745745923073,3.0232396769137604,85.98236434115321,4,6.751396900893792,14.273620322964412,55.82833797571328,5,192,49,55,28.1979401604174,0.5126677259564164,Mainline,Winter,Crack,97.65630591128821,192513,146,Critical
TRK_00082,28.56320020260725,77.40290046087311,8.25353970517765,12.80569596261812,8.771970587960567,3.2273792796961454,3.6236913774545108,73.01402608667173,5,6.903044023299299,10.031557647638252,67.29074561292174,9,215,47,19,26.247761466546994,0.04055873754468142,Branch,Winter,Crack,113.71986750237393,216375,171,Critical
TRK_00083,28.85595975290002,77.59388425871354,6.456628846680808,9.817771018493447,6.528163776537887,1.6450577925978507,2.6502398326611942,46.20917157851527,5,15.649853988742933,27.835089931771208,62.95373331905898,5,357,15,22,21.058467962551855,0.12300329512374564,Branch,Monsoon,Loose Joint,83.87324399125049,146417,183,High
TRK_00084,28.72020931062676,77.15982069640634,7.798366403800772,11.1823217725347,7.719878301338963,2.389138981909051,3.664477207215827,40.5368312243248,5,5.507240147937095,15.61829330530182,42.50870907644388,3,7,37,64,25.683654170882214,0.14259414408190874,Freight,Winter,Crack,102.0246659801045,186138,163,Critical
TRK_00085,28.492047853226243,77.58041767954761,6.911747665738221,11.21857710470417,7.892563461590778,2.8500952675170934,2.931948791043631,65.11733739018823,4,4.255301652194107,12.036835705959056,39.468599123916185,4,363,46,41,29.338782434329786,0.3879867599468695,Mainline,Winter,Track Wear,98.34713239026509,191256,127,Critical
TRK_00086,28.484779773748166,77.2875980397506,7.151959150768722,12.150814367392378,7.132584940764818,1.9515988988053385,3.3526644551112117,83.58621260361494,4,6.6691996955006845,16.606620254686362,48.60499622081722,2,109,32,48,32.46032765780115,0.19462383670487193,Freight,Winter,Track Wear,85.98713093638722,167111,211,High
TRK_00087,28.713157548650255,77.3344623358772,4.1293400791998085,5.2671851168998085,5.092869351417523,1.8052559499879992,2.548965356846983,44.619284149533904,2,5.789190657817986,28.182098487328748,79.00586043851821,3,64,19,15,23.239837191047613,0.5930145003605977,Mainline,Monsoon,Loose Joint,53.399407494418725,90720,256,Safe
